DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA
DRIPPING SPRINGS ISD,Austin,24.6,44,2015,194,400,77,2.1,87,336,26,1165,72,540008
DRIPPING SPRINGS ISD,Austin,24.7,64,2016,235,525,72,2.2,111,370,30,1197,63,572585
DRIPPING SPRINGS ISD,Austin,24.6,54,2017,228,534,75,2.3,136,406,33,1179,63,616239
DUNCANVILLE ISD,Richardson,19.3,42,2011,116,235,57,2.0,150,733,20,1010,46,271364
DUNCANVILLE ISD,Richardson,19,32,2012,136,301,59,2.2,123,753,16,984,40,258673
DUNCANVILLE ISD,Richardson,19.6,33,2013,120,235,59,2.0,148,797,19,1003,39,254311
DUNCANVILLE ISD,Richardson,18.6,26,2014,111,187,54,1.7,159,823,19,965,46,262570
DUNCANVILLE ISD,Richardson,18.3,27,2015,197,398,36,2.0,197,851,23,960,57,271899
DUNCANVILLE ISD,Richardson,18.4,23,2016,175,302,30,1.7,185,872,21,940,61,276224
DUNCANVILLE ISD,Richardson,18.2,22,2017,194,365,33,1.9,235,945,25,943,64,294069
EAGLE MT-SAGINAW ISD,Fort Worth,21.4,19,2011,432,1052,42,2.4,131,893,15,1068,58,408471
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,23,2012,531,1141,41,2.1,177,910,19,1063,53,371491
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,27,2013,570,1190,40,2.1,194,999,19,1061,51,360252
EAGLE MT-SAGINAW ISD,Fort Worth,20.5,39,2014,603,1219,46,2.0,182,1113,16,1036,49,348061
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,31,2015,806,1871,32,2.3,191,1194,16,1050,48,357494
EAGLE MT-SAGINAW ISD,Fort Worth,20.4,31,2016,835,1946,39,2.3,224,1297,17,1027,51,364945
EAGLE MT-SAGINAW ISD,Fort Worth,20.8,30,2017,871,1995,42,2.3,239,1356,18,1038,51,368660
EAGLE PASS ISD,San Antonio,17.8,20,2011,236,392,43,1.7,189,886,21,949,63,120275
EAGLE PASS ISD,San Antonio,17.9,14,2012,300,480,46,1.6,189,936,20,937,61,122595
EAGLE PASS ISD,San Antonio,18.4,11,2013,316,521,50,1.6,192,963,20,958,54,122048
EAGLE PASS ISD,San Antonio,19.4,7,2014,263,407,56,1.5,183,919,20,967,54,130623
EAGLE PASS ISD,San Antonio,19.8,12,2015,306,533,47,1.7,165,906,18,945,56,143020
EAGLE PASS ISD,San Antonio,18.5,15,2016,356,648,45,1.8,187,989,19,947,55,147975
EAGLE PASS ISD,San Antonio,16.7,79,2017,337,646,48,1.9,251,1079,23,965,60,156582
EANES ISD,Austin,27,67,2011,802,2600,77,3.2,222,617,36,1280,98,1293693
EANES ISD,Austin,26.6,72,2012,768,2485,77,3.2,195,629,31,1265,92,1214826
EANES ISD,Austin,27.1,73,2013,782,2527,80,3.2,190,597,32,1276,88,1227376
EANES ISD,Austin,27.3,75,2014,836,2699,79,3.2,222,647,34,1286,85,1257940
EANES ISD,Austin,26.4,100,2015,772,2597,74,3.4,173,592,29,1280,82,1332102
EANES ISD,Austin,26.8,97,2016,862,3002,72,3.5,182,605,30,1298,73,1421278
EANES ISD,Austin,27.2,75,2017,976,3213,70,3.3,204,651,31,1280,73,1573376
EAST CENTRAL ISD,San Antonio,19.8,14,2011,150,315,29,2.1,68,604,11,994,51,207495
EAST CENTRAL ISD,San Antonio,19.5,28,2012,202,334,31,1.7,84,589,14,992,57,211273
EAST CENTRAL ISD,San Antonio,19.3,28,2013,225,434,29,1.9,93,668,14,986,53,215008
EAST CENTRAL ISD,San Antonio,18.9,30,2014,321,619,22,1.9,80,627,13,985,50,228991
EAST CENTRAL ISD,San Antonio,19.3,33,2015,342,800,19,2.3,100,687,15,994,51,264341
EAST CENTRAL ISD,San Antonio,18.8,21,2016,290,671,19,2.3,102,703,15,977,46,269416
EAST CENTRAL ISD,San Antonio,18.9,18,2017,310,706,21,2.3,91,697,13,992,48,320400
EDGEWOOD ISD,San Antonio,17.8,24,2011,289,433,7,1.5,66,594,11,875,54,83223
EDGEWOOD ISD,San Antonio,16.1,39,2012,240,422,9,1.8,65,481,14,871,55,83316
EDGEWOOD ISD,San Antonio,16.3,27,2013,303,520,6,1.7,64,549,12,876,50,83962
EDGEWOOD ISD,San Antonio,16.9,26,2014,360,789,7,2.2,58,533,11,871,51,86952
EDGEWOOD ISD,San Antonio,17,15,2015,280,650,7,2.3,54,562,10,872,49,85637
EDGEWOOD ISD,San Antonio,18.1,11,2016,300,574,10,1.9,57,572,10,869,48,91808
EDGEWOOD ISD,San Antonio,16,19,2017,402,790,5,2.0,65,591,11,894,43,112973
ENNIS ISD,Richardson,20.6,47,2011,114,214,37,1.9,61,348,18,1091,26,313461
ENNIS ISD,Richardson,19.1,49,2012,139,229,38,1.6,54,328,16,1032,24,312229
ENNIS ISD,Richardson,19.8,43,2013,151,282,36,1.9,49,345,14,1067,23,321287
ENNIS ISD,Richardson,19.5,46,2014,142,272,37,1.9,50,341,15,1068,23,322444
ENNIS ISD,Richardson,19.2,42,2015,158,348,36,2.2,53,375,14,1028,22,327469
ENNIS ISD,Richardson,19.1,44,2016,139,307,35,2.2,25,351,7,1011,27,316447
ENNIS ISD,Richardson,19.3,41,2017,119,302,37,2.5,41,389,11,1061,18,333339
FLORESVILLE ISD,San Antonio,19.6,33,2011,114,155,14,1.4,34,267,13,1013,55,258912
FLORESVILLE ISD,San Antonio,20.2,40,2012,89,126,23,1.4,59,279,21,1017,59,267336
FLORESVILLE ISD,San Antonio,19.8,46,2013,108,149,26,1.4,62,321,19,1004,55,272347
FLORESVILLE ISD,San Antonio,19.2,56,2014,105,148,23,1.4,52,255,20,1018,64,276454
FLORESVILLE ISD,San Antonio,20.2,49,2015,134,188,18,1.4,61,280,22,1073,51,280635
FLORESVILLE ISD,San Antonio,20.8,31,2016,123,156,10,1.3,45,273,16,1020,44,292081
FLORESVILLE ISD,San Antonio,20.4,26,2017,163,318,22,2.0,44,280,16,1045,39,321343
FORNEY ISD,Richardson,20.5,25,2011,149,334,35,2.2,93,453,21,1052,63,292929
FORNEY ISD,Richardson,20.1,26,2012,179,336,48,1.9,93,478,19,1018,62,284379
FORNEY ISD,Richardson,21.8,22,2013,182,334,52,1.8,108,546,20,1038,54,280185
FORNEY ISD,Richardson,20.8,25,2014,190,352,52,1.9,99,553,18,1047,53,278211
FORNEY ISD,Richardson,20.4,24,2015,279,615,36,2.2,114,615,19,1024,58,273181
FORNEY ISD,Richardson,20.8,27,2016,275,607,44,2.2,133,620,21,1041,58,271368
FORNEY ISD,Richardson,20.5,27,2017,268,530,43,2.0,134,627,21,1050,56,281342
FORT BEND ISD,Houston,22.5,35,2011,2612,7116,70,2.7,1565,4836,32,1112,83,351127
FORT BEND ISD,Houston,22.3,33,2012,2607,6951,74,2.7,1579,5027,31,1100,79,351495
FORT BEND ISD,Houston,22.3,30,2013,2650,7254,72,2.7,1557,5077,31,1114,73,353175
FORT BEND ISD,Houston,22.1,34,2014,3042,7605,72,2.5,1713,5031,34,1113,75,355737
FORT BEND ISD,Houston,22.3,36,2015,3503,10247,65,2.9,1782,5437,33,1107,75,373235
FORT BEND ISD,Houston,22.8,36,2016,3546,10547,63,3.0,1692,5411,31,1105,74,392617
FORT BEND ISD,Houston,23,35,2017,3810,11285,65,3.0,1717,5487,31,1108,73,444265
FORT WORTH ISD,Fort Worth,18.1,28,2011,2052,4734,27,2.3,547,3863,14,994,59,343130
FORT WORTH ISD,Fort Worth,18.2,30,2012,1786,3935,34,2.2,539,3642,15,989,56,322648
FORT WORTH ISD,Fort Worth,18.2,29,2013,1928,3988,31,2.1,558,3646,15,976,59,328206
FORT WORTH ISD,Fort Worth,17.9,27,2014,2362.5,5757,28,2.4,584,3740,16,918,98,335477
FORT WORTH ISD,Fort Worth,18.3,25,2015,3525,7695,20,2.2,653,3891,17,902,99,339898
FORT WORTH ISD,Fort Worth,18.9,21,2016,3105,7447.5,19,2.4,614,4033,15,897,98,340822
FORT WORTH ISD,Fort Worth,19.6,19,2017,3375,8728,20,2.6,733,4306,17,916,96,348001
FREDERICKSBURG ISD,Austin,21.5,41,2011,121,252,59,2.1,62,242,26,1082,64,815998
FREDERICKSBURG ISD,Austin,22,37,2012,103,193,62,1.9,58,219,26,1102,64,817930
FREDERICKSBURG ISD,Austin,22.1,37,2013,103,223,59,2.2,70,246,28,1098,57,828348
FREDERICKSBURG ISD,Austin,21.8,37,2014,105,236,55,2.2,63,235,27,1089,60,857468
FREDERICKSBURG ISD,Austin,20.7,32,2015,118,246,45,2.1,67,227,30,1038,63,868240
FREDERICKSBURG ISD,Austin,22.2,35,2016,104,230,51,2.2,65,230,28,1063,60,865883
FREDERICKSBURG ISD,Austin,20.6,34,2017,108,238,37,2.2,48,228,21,1062,54,924409
FRIENDSWOOD ISD,Houston,25,48,2011,319,825,74,2.6,154,493,31,1181,88,354657
FRIENDSWOOD ISD,Houston,24.7,40,2012,321,744,82,2.3,145,485,30,1174,78,356827
FRIENDSWOOD ISD,Houston,25,44,2013,346,874,74,2.5,155,481,32,1179,77,364220
FRIENDSWOOD ISD,Houston,25,41,2014,311,843,81,2.7,153,491,31,1177,80,369076
FRIENDSWOOD ISD,Houston,24.6,44,2015,345,897,80,2.6,175,532,33,1169,78,380020
FRIENDSWOOD ISD,Houston,25,51,2016,368,1118,75,3.0,175,530,33,1165,78,382675
FRIENDSWOOD ISD,Houston,24.6,63,2017,340,937,76,2.8,205,540,38,1175,69,434057
FRISCO ISD,Richardson,23.6,46,2011,1252,2973,70,2.4,358,1740,21,1141,69,448014
FRISCO ISD,Richardson,23.6,52,2012,1440,3356,72,2.3,451,1962,23,1141,66,409845
FRISCO ISD,Richardson,23.6,50,2013,1659,4070,72,2.5,517,2234,23,1142,64,398568
FRISCO ISD,Richardson,24.1,53,2014,1907,4665,75,2.4,603,2388,25,1156,66,389497
FRISCO ISD,Richardson,24.1,57,2015,2306,6084,70,2.6,689,2707,25,1152,68,392958
FRISCO ISD,Richardson,24.6,55,2016,2776,7245,72,2.6,754,2986,25,1158,68,412264
FRISCO ISD,Richardson,24.5,59,2017,3311,8957,73,2.7,889,3452,26,1178,67,458760
GALENA PARK ISD,Houston,18.1,37,2011,267,537,55,2.0,208,1414,15,983,32,289183
GALENA PARK ISD,Houston,18.1,37,2012,305,554,59,1.8,241,1497,16,963,30,277597
GALENA PARK ISD,Houston,18.7,34,2013,327,648,58,2.0,230,1532,15,979,28,270212
GALENA PARK ISD,Houston,17.9,34,2014,349,657,49,1.9,190,1541,12,976,25,308002
GALENA PARK ISD,Houston,17.8,39,2015,386,700,55,1.8,203,1557,13,956,30,312646
GALENA PARK ISD,Houston,18.6,41,2016,383,722,51,1.9,204,1554,13,971,29,356031
GALENA PARK ISD,Houston,18.3,41,2017,395,751,48,1.9,209,1607,13,985,25,382169
GALVESTON ISD,Houston,19.6,16,2011,185,400,30,2.2,69,416,17,1019,52,724883
GALVESTON ISD,Houston,19.4,25,2012,215,468,34,2.2,72,392,18,984,56,785608
GALVESTON ISD,Houston,20,29,2013,200,390,35,2.0,85,459,19,1033,49,817696
GALVESTON ISD,Houston,20.3,22,2014,162,291,38,1.8,57,381,15,1002,48,861978
GALVESTON ISD,Houston,20.2,20,2015,187,351,27,1.9,87,441,20,998,45,883860
GALVESTON ISD,Houston,20,29,2016,179,371,29,2.1,77,449,17,987,46,899343
GALVESTON ISD,Houston,20.3,26,2017,172,423,34,2.5,79,413,19,1017,49,1017454
GARLAND ISD,Richardson,20.6,26,2011,1637,3448,42,2.1,659,3772,17,1047,53,249795
GARLAND ISD,Richardson,20.9,25,2012,1549,3196,40,2.1,696,3869,18,1046,51,242390
GARLAND ISD,Richardson,20.6,24,2013,1347,2746,45,2.0,661,3940,17,1044,45,240230
GARLAND ISD,Richardson,20.7,27,2014,1462.5,3308,41,2.3,699,3957,18,1054,50,240611
GARLAND ISD,Richardson,20.3,29,2015,2013,4552,35,2.3,677,3941,17,1023,51,242272
GARLAND ISD,Richardson,20.2,26,2016,3006,7915,27,2.6,742,4116,18,1025,52,243367
GARLAND ISD,Richardson,21.5,19,2017,3168,8082,27,2.6,747,3977,19,970,94,263202
GEORGETOWN ISD,Austin,21.8,36,2011,261,528,61,2.0,211,714,30,1120,67,529858
GEORGETOWN ISD,Austin,23,33,2012,237,503,65,2.1,206,685,30,1137,62,539763
GEORGETOWN ISD,Austin,22.4,33,2013,245,454,66,1.9,178,694,26,1123,63,548453
GEORGETOWN ISD,Austin,22.7,34,2014,292,534,64,1.8,198,792,25,1128,62,555072
GEORGETOWN ISD,Austin,23,35,2015,335,678,62,2.0,201,769,26,1111,60,565119
GEORGETOWN ISD,Austin,22.5,31,2016,437,948,54,2.2,192,816,24,1096,59,603338
GEORGETOWN ISD,Austin,22.6,30,2017,482,1078,49,2.2,221,838,26,1097,62,672245
GRANBURY ISD,Fort Worth,22.9,35,2011,203,358,49,1.8,92,411,22,1126,56,767593
GRANBURY ISD,Fort Worth,21.7,40,2012,226,410,50,1.8,117,462,25,1065,47,772115
GRANBURY ISD,Fort Worth,22.2,43,2013,238,463,45,1.9,118,397,30,1090,53,754804
GRANBURY ISD,Fort Worth,21.9,46,2014,188,378,44,2.0,105,395,27,1085,46,762202
GRANBURY ISD,Fort Worth,21.9,40,2015,161,306,38,1.9,95,444,21,1065,47,729940
GRANBURY ISD,Fort Worth,22.4,43,2016,160,280,36,1.8,107,475,23,1094,44,697751
GRANBURY ISD,Fort Worth,21.5,42,2017,150,266,37,1.8,105,461,23,1084,46,701862
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,52,2011,1142,3338,66,2.9,264,1058,25,1167,82,791537
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.3,56,2012,1080,3093,70,2.9,272,1045,26,1166,77,766565
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,51,2013,1010,2976,71,2.9,268,1106,24,1169,74,792003
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,53,2014,1081,3066,66,2.8,242,988,24,1165,71,785247
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.8,55,2015,1244,4015,61,3.2,303,1109,27,1163,75,792073
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,25.1,54,2016,1195,3933,61,3.3,310,1140,27,1164,70,805590
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.4,54,2017,1140,3895,60,3.4,309,1128,27,1159,67,838566
HARLANDALE ISD,San Antonio,18.7,24,2011,311,425,13,1.4,93,826,11,945,47,90871
HARLANDALE ISD,San Antonio,17.9,28,2012,315,464,11,1.5,97,860,11,939,50,85263
HARLANDALE ISD,San Antonio,17.4,27,2013,275,421,14,1.5,102,842,12,875,92,83293
HARLANDALE ISD,San Antonio,18.4,25,2014,409,671,9,1.6,122,887,14,871,90,81759
HARLANDALE ISD,San Antonio,17.4,15,2015,351,622,13,1.8,80,915,9,847,95,83957
HARLANDALE ISD,San Antonio,17.7,12,2016,374,607,15,1.6,121,963,13,841,94,82554
HARLANDALE ISD,San Antonio,17.6,16,2017,509,835,8,1.6,130,986,13,855,91,96440
HOUSTON ISD,Houston,19.6,30,2011,6786,14971,34,2.2,2128,9955,21,1000,69,591624
HOUSTON ISD,Houston,20.5,22,2012,7600,16479,33,2.2,2231,9684,23,928,98,569432
HOUSTON ISD,Houston,20.5,21,2013,7560,16403,35,2.2,2015,9487,21,930,96,578069
HOUSTON ISD,Houston,20.5,21,2014,7428,16085,35,2.2,1980,9580,21,924,98,597768
HOUSTON ISD,Houston,20.8,20,2015,8052,18153,34,2.3,1924,9740,20,927,97,641849
HOUSTON ISD,Houston,21.1,21,2016,8289,19330,33,2.3,2072,10225,20,928,94,712393
HOUSTON ISD,Houston,21.9,18,2017,8602,20537,33,2.4,2094,10613,20,950,90,789002
HUFFMAN ISD,Houston,21.8,21,2011,104,183,36,1.8,35,202,17,1049,72,256255
HUFFMAN ISD,Houston,19.9,19,2012,74,138,41,1.9,46,228,20,1037,69,250183
HUFFMAN ISD,Houston,22.2,13,2013,48,84,50,1.8,35,186,19,1049,56,262155
HUFFMAN ISD,Houston,22.3,15,2014,69,108,44,1.6,40,202,20,1059,53,251819
HUFFMAN ISD,Houston,21.8,16,2015,84,151,54,1.8,40,222,18,1047,54,250853
HUFFMAN ISD,Houston,21.9,22,2016,67,143,43,2.1,49,230,21,1052,52,266173
HUFFMAN ISD,Houston,21.5,10,2017,91,183,52,2.0,48,229,21,1024,57,301519
HUMBLE ISD,Houston,22.4,30,2011,978,1989,58,2.0,580,2452,24,1084,69,293248
HUMBLE ISD,Houston,22,33,2012,1261,2494,56,2.0,571,2538,22,1077,66,286829
HUMBLE ISD,Houston,22.3,28,2013,1215,2566,56,2.1,595,2557,23,1077,63,283061
HUMBLE ISD,Houston,22.8,31,2014,1326,2520,59,1.9,634,2562,25,1081,60,279638
HUMBLE ISD,Houston,22.5,32,2015,1324,2911,57,2.2,628,2677,23,1069,59,285005
HUMBLE ISD,Houston,22.9,35,2016,1488,3294,59,2.2,723,2780,26,1068,59,302496
HUMBLE ISD,Houston,22.5,34,2017,1675,3758,54,2.2,690,2899,24,1074,58,330877
HURST-EULESS-BEDFORD ISD,Fort Worth,22,32,2011,619,1105,59,1.8,274,1457,19,1106,55,430237
HURST-EULESS-BEDFORD ISD,Fort Worth,21.8,35,2012,670,1095,54,1.6,275,1417,19,1088,57,408613
HURST-EULESS-BEDFORD ISD,Fort Worth,21.1,33,2013,646,1018,58,1.6,254,1422,18,1073,56,407853
HURST-EULESS-BEDFORD ISD,Fort Worth,21.9,32,2014,719,1211,53,1.7,235,1443,16,1092,54,410262
HURST-EULESS-BEDFORD ISD,Fort Worth,22.2,31,2015,681,1158,55,1.7,262,1469,18,1079,57,418485
HURST-EULESS-BEDFORD ISD,Fort Worth,22.1,38,2016,850,1468,55,1.7,297,1479,20,1068,61,427454
HURST-EULESS-BEDFORD ISD,Fort Worth,21.8,32,2017,894,1585,56,1.8,303,1549,20,1077,57,441116
HUTTO ISD,Austin,20.9,28,2011,163,332,34,2.0,57,275,21,1021,67,265353
HUTTO ISD,Austin,19.5,22,2012,123,242,46,2.0,73,319,23,1021,59,257525
HUTTO ISD,Austin,20.2,26,2013,103,200,42,1.9,71,335,21,1037,62,259548
HUTTO ISD,Austin,20.4,34,2014,122,261,30,2.1,62,317,20,1011,54,257165
HUTTO ISD,Austin,19.3,35,2015,167,365,31,2.2,95,383,25,1019,58,260512
HUTTO ISD,Austin,20,38,2016,155,356,44,2.3,93,383,24,1017,53,274616
HUTTO ISD,Austin,20.4,27,2017,169,388,58,2.3,91,412,22,1043,56,302918
IRVING ISD,Richardson,18.7,15,2011,957,1837,27,1.9,286,1949,15,935,78,286194
IRVING ISD,Richardson,19.2,14,2012,1037,2103,28,2.0,262,1922,14,942,79,267332
IRVING ISD,Richardson,18.4,11,2013,1059,2129,27,2.0,271,2010,13,922,84,264581
IRVING ISD,Richardson,18.7,15,2014,1239,2484,28,2.0,251,1998,13,927,87,262509
IRVING ISD,Richardson,16.8,25,2015,1475,3095,23,2.1,239,2137,11,923,82,268429
IRVING ISD,Richardson,16.4,78,2016,1599,3402,27,2.1,270,2143,13,911,83,277018
IRVING ISD,Richardson,16.8,83,2017,1705,3986,24,2.3,294,2280,13,922,87,300858
JUDSON ISD,San Antonio,19.3,14,2011,361,673,37,1.9,188,1256,15,1008,58,289992
JUDSON ISD,San Antonio,18.9,16,2012,308,541,40,1.8,197,1369,14,973,60,284328
JUDSON ISD,San Antonio,19,16,2013,247,467,41,1.9,275,1334,21,980,66,280166
JUDSON ISD,San Antonio,18.6,15,2014,240,382.5,39,1.6,229,1366,17,971,64,287277
JUDSON ISD,San Antonio,19.4,10,2015,202.5,394,27,1.9,235,1378,17,932,91,293780
JUDSON ISD,San Antonio,19.9,11,2016,298,590,23,2.0,229,1447,16,900,93,309210
JUDSON ISD,San Antonio,20.2,7,2017,337.5,676,21,2.0,224,1343,17,917,91,351253
KATY ISD,Houston,23.7,35,2011,2423,6522,78,2.7,993,4078,24,1141,75,330939
KATY ISD,Houston,23.5,37,2012,2625,6978,77,2.7,939,4090,23,1148,72,327631
KATY ISD,Houston,23.6,36,2013,2811,7635,74,2.7,954,4259,22,1149,70,331108
KATY ISD,Houston,23.9,37,2014,2781,7698,80,2.8,1077,4457,24,1141,70,338212
KATY ISD,Houston,24.1,34,2015,3122,8872,75,2.8,1123,4684,24,1147,70,353693
KATY ISD,Houston,24.5,36,2016,3351,9256,73,2.8,1113,4810,23,1146,70,392092
KATY ISD,Houston,24.3,37,2017,3692,10504,76,2.8,1174,5016,23,1145,71,448869
KELLER ISD,Fort Worth,22.7,39,2011,1074,2472,59,2.3,470,2004,23,1120,66,347047
KELLER ISD,Fort Worth,23.1,37,2012,1178,2734,63,2.3,499,2075,24,1123,64,340389
KELLER ISD,Fort Worth,22.8,45,2013,1410,3186,63,2.3,499,2172,23,1121,63,345629
KELLER ISD,Fort Worth,23.1,47,2014,1574,3717,63,2.4,559,2315,24,1124,61,348489
KELLER ISD,Fort Worth,22.8,46,2015,1570,3975,59,2.5,549,2397,23,1113,60,367730
KELLER ISD,Fort Worth,22.9,49,2016,1704,4358,62,2.6,561,2471,23,1109,61,379288
KELLER ISD,Fort Worth,23,46,2017,1837,4869,64,2.7,579,2619,22,1111,62,399061
KENNEDALE ISD,Fort Worth,20.7,18,2011,51,82,48,1.6,42,208,20,1024,67,331825
KENNEDALE ISD,Fort Worth,20,18,2012,38,51,63,1.3,54,220,25,1039,67,316270
KENNEDALE ISD,Fort Worth,21.8,20,2013,42,52,75,1.2,51,226,23,1056,51,325209
KENNEDALE ISD,Fort Worth,21.3,24,2014,43,63,60,1.5,38,211,18,1049,63,325660
KENNEDALE ISD,Fort Worth,22.1,21,2015,73,123,56,1.7,51,228,22,1023,65,335135
KENNEDALE ISD,Fort Worth,21.2,23,2016,73,126,52,1.7,65,240,27,1045,64,340139
KENNEDALE ISD,Fort Worth,19.8,25,2017,73,107,48,1.5,52,224,23,1034,64,358190
KERRVILLE ISD,San Antonio,22.8,18,2011,153,275,58,1.8,72,332,22,1078,64,476934
KERRVILLE ISD,San Antonio,22.5,14,2012,132,288,62,2.2,51,312,16,1093,55,489113
KERRVILLE ISD,San Antonio,22.4,15,2013,180,347,52,1.9,65,335,19,1104,53,494725
KERRVILLE ISD,San Antonio,22.3,15,2014,207,454,55,2.2,74,323,23,1091,62,486896
KERRVILLE ISD,San Antonio,23.7,20,2015,199,525,51,2.6,58,344,17,1092,59,484758
KERRVILLE ISD,San Antonio,23,19,2016,184,413,53,2.2,75,327,23,1084,52,488915
KERRVILLE ISD,San Antonio,21.6,23,2017,171,401,60,2.3,85,353,24,1070,58,513176
KLEIN ISD,Houston,22.4,27,2011,1119,2304,58,2.1,743,3065,24,1094,71,301357
KLEIN ISD,Houston,22.9,28,2012,1034,2138,59,2.1,717,3061,23,1097,65,285220
KLEIN ISD,Houston,22.4,27,2013,1055,2110,58,2.0,720,3106,23,1089,61,282795
KLEIN ISD,Houston,22.4,28,2014,1012.5,2211,59,2.2,733,3197,23,1101,58,282036
KLEIN ISD,Houston,22.7,27,2015,1241,2696,55,2.2,718,3406,21,1094,58,293054
KLEIN ISD,Houston,21.7,40,2016,1284,2781,57,2.2,768,3375,23,1076,57,314422
KLEIN ISD,Houston,19.7,85,2017,1462.5,3214,54,2.2,718,3437,21,1083,51,353021
LA GRANGE ISD,Austin,20.8,16,2011,39,57,74,1.5,30,146,21,1088,64,523995
LA GRANGE ISD,Austin,20.7,21,2012,58,83,64,1.4,16,111,14,1084,58,524082
LA GRANGE ISD,Austin,21.6,14,2013,74,103,61,1.4,30,154,19,1073,59,508932
LA GRANGE ISD,Austin,21.4,12,2014,60,98,60,1.6,25,155,16,1056,50,557146
LA GRANGE ISD,Austin,23,24,2015,66,125,46,1.9,32,133,24,1082,61,574724
LA GRANGE ISD,Austin,21.8,22,2016,63,121,48,1.9,30,156,19,1056,60,530845
LA GRANGE ISD,Austin,24,18,2017,55,126,46,2.3,19,116,16,1039,58,549956
LA PORTE ISD,Houston,20.1,17,2011,186,345,37,1.9,60,525,11,1035,48,849915
LA PORTE ISD,Houston,20,21,2012,151,293,41,1.9,82,484,17,1044,50,823231
LA PORTE ISD,Houston,19.5,11,2013,151,312,44,2.1,59,544,11,1038,40,845785
LA PORTE ISD,Houston,18.9,13,2014,210,443,30,2.1,66,524,13,1023,45,898184
LA PORTE ISD,Houston,19.2,10,2015,199,447,31,2.2,67,450,15,1029,50,942798
LA PORTE ISD,Houston,19,14,2016,292,613,22,2.1,69,510,14,1021,45,982447
LA PORTE ISD,Houston,21.5,14,2017,240,553,19,2.3,79,556,14,1043,45,1158898
LA VERNIA ISD,San Antonio,21.9,27,2011,52,72,64,1.4,44,210,21,1073,69,230871
LA VERNIA ISD,San Antonio,22.2,25,2012,56,69,55,1.2,42,205,20,1071,62,243224
LA VERNIA ISD,San Antonio,21.2,28,2013,48,58,47,1.2,37,200,19,1051,54,260077
LA VERNIA ISD,San Antonio,20.6,26,2014,81,95,45,1.2,52,216,24,1048,62,268247
LA VERNIA ISD,San Antonio,22,25,2015,84,130,35,1.5,67,240,28,1055,69,269039
LA VERNIA ISD,San Antonio,20.6,23,2016,121,143,31,1.2,47,242,19,1020,60,269154
LA VERNIA ISD,San Antonio,21.5,24,2017,156,272,32,1.7,75,250,30,1043,68,301389
LAGO VISTA ISD,Austin,21.1,36,2011,55,104,53,1.9,21,92,23,1100,66,1217369
LAGO VISTA ISD,Austin,21.2,45,2012,55,122,61,2.2,34,76,45,1101,78,1122652
LAGO VISTA ISD,Austin,23.3,47,2013,61,123,65,2.0,24,97,25,1109,63,1091340
LAGO VISTA ISD,Austin,23,51,2014,54,130,57,2.4,24,92,26,1085,58,1020808
LAGO VISTA ISD,Austin,23.4,36,2015,62,90,59,1.5,29,103,28,1120,71,992965
LAGO VISTA ISD,Austin,21.8,58,2016,59,122,49,2.1,41,113,36,1085,74,949342
LAGO VISTA ISD,Austin,22,66,2017,38,81,53,2.1,35,103,34,1116,55,1002393
LAKE DALLAS ISD,Fort Worth,21.8,23,2011,75,116,49,1.5,47,251,19,1069,63,324484
LAKE DALLAS ISD,Fort Worth,22,23,2012,72,106,53,1.5,40,260,15,1078,59,313195
LAKE DALLAS ISD,Fort Worth,22.3,37,2013,75,111,43,1.5,60,282,21,1089,60,320677
LAKE DALLAS ISD,Fort Worth,22.5,30,2014,67,87,54,1.3,61,274,22,1062,58,327185
LAKE DALLAS ISD,Fort Worth,22.5,35,2015,95,148,51,1.6,80,281,28,1081,61,331317
LAKE DALLAS ISD,Fort Worth,21.4,38,2016,97,169,56,1.7,61,303,20,1029,58,347364
LAKE DALLAS ISD,Fort Worth,22.2,29,2017,94,195,54,2.1,71,295,24,1079,59,378632
LAKE TRAVIS ISD,Austin,24.3,48,2011,348,714,73,2.1,153,424,36,1187,91,1066698
LAKE TRAVIS ISD,Austin,25.2,45,2012,360,752,79,2.1,152,513,30,1188,80,965921
LAKE TRAVIS ISD,Austin,24.7,55,2013,438,988,72,2.3,186,494,38,1205,87,939378
LAKE TRAVIS ISD,Austin,25.1,57,2014,487,1036,72,2.1,177,533,33,1199,82,915434
LAKE TRAVIS ISD,Austin,24.9,57,2015,533,1340,65,2.5,158,555,28,1173,83,919348
LAKE TRAVIS ISD,Austin,24.6,73,2016,559,1398,70,2.5,174,588,30,1178,77,959682
